,lat,long,NDVI,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12,B1dx,B2dx,B3dx,B4dx,B5dx,B6dx,B7dx,B8dx,B9dx,B10dx,B11dx,B12dx,B1dx2,B2dx2,B3dx2,B4dx2,B5dx2,B6dx2,B7dx2,B8dx2,B9dx2,B10dx2,B11dx2,B1cr,B2cr,B3cr,B4cr,B5cr,B6cr,B7cr,B8cr,B9cr,B10cr,B11cr,B12cr,Ca [mg/kg]
10,43.2642,-5.0205,0.0126384364820846,7541.0,7494.0,7128.0,7578.0,7553.0,7762.0,8071.0,7772.0,8194.0,2902.0,32.0,4327.0,2660.0,-945674044.265593,-5430267062.314542,4293893129.770995,-632911392.4050633,5741758241.758228,7304964539.0070915,-5980000000.000007,13228840125.391865,-65820895522.388054,-6699346405.228757,17880932556.203175,-2831662986.24087,-9.023325992050192e+16,1.4427537376981514e+17,-4.701149353221433e+16,1.6138404137122256e+17,4.294522794639724e+16,-3.140653555320827e+17,3.841768025078379e+17,-2.4780481394288404e+18,7.353426507109364e+17,5.73769350173481e+16,-8.623062257470466e+16,1.0,0.9836645593878678,0.9228994945897359,0.9608458200311665,0.9502593206712502,0.9696341426191339,1.0,0.9540771704266816,1.0,0.36914595662786387,0.005255275771966231,0.8491934256472548,799.0
11,43.2025,-5.2114,0.020402236259348,6880.0,6708.0,6326.0,6746.0,6742.0,6981.0,7257.0,7027.0,7350.0,3014.0,36.0,4215.0,2627.0,-3460764587.525149,-5667655786.35015,4007633587.786262,-101265822.78481013,6565934065.934051,6524822695.03546,-4600000000.000005,10125391849.529793,-53930348258.70647,-6951447245.564891,17398001665.278946,-2697468999.4904027,-4.440424947334004e+16,1.4355028745009517e+17,-3.920705544438049e+16,1.6878987060047747e+17,-1129433266444780.0,-2.6299817245946726e+17,2.945078369905963e+17,-2.008016931292675e+18,5.843146892181788e+17,5.6838116038384296e+16,-8.366140992826546e+16,1.0,0.9672182399471901,0.902371115168113,0.9465227537884191,0.9401583098111239,0.9680139426403875,0.9997541791984674,0.9606982457356659,1.0,0.42654166007836897,0.006482297573980226,0.8957573418858926,1149.0
12,43.1942,-5.1564,0.019108280254777,7435.0,7412.0,7030.0,7469.0,7446.0,7681.0,7960.0,7760.0,8076.0,3120.0,39.0,4858.0,3338.0,-462776659.9597583,-5667655786.35015,4188931297.709926,-582278481.0126582,6456043956.043941,6595744680.851064,-4000000000.0000043,9905956112.852676,-61641791044.776115,-7191876750.700278,20062447960.033318,-2581960251.401393,-1.0472593815674827e+17,1.4624016445192995e+17,-4.5526810865673544e+16,1.781853781533316e+17,3837932000195682.5,-2.5049041798702288e+17,2.7811912225705392e+17,-2.2428760864460462e+18,6.772377399760676e+17,6.361887187379456e+16,-9.42731399310355e+16,1.0,0.986724733984255,0.9230854465872443,0.9603294871615539,0.9499249872040304,0.9729308337819697,1.0,0.9662776483753064,1.0,0.40045018724220016,0.0062162478271854445,0.8957948491910512,104.0
13,43.1458,-5.1283,0.0136802973977695,6672.0,6416.0,6155.0,6633.0,6728.0,7020.0,7319.0,6817.0,7468.0,3231.0,52.0,4641.0,3248.0,-5150905432.595571,-3872403560.8308616,4561068702.290079,2405063291.1392403,8021978021.978003,7068557919.621749,-10040000000.000011,20407523510.971813,-52699004975.124374,-7420634920.634919,19104912572.855965,-2366230677.764566,2.572438373772049e+16,1.2512570123324842e+17,-2.0572570717088172e+16,1.4220037293262688e+17,-2.6192859954842068e+16,-4.044576340336114e+17,6.089504702194372e+17,-2.2917407048933002e+18,5.631638066478788e+17,6.19177112359731e+16,-8.938860637227538e+16,1.0,0.9481939167422144,0.8927057740232262,0.9349972530962506,0.9384481557233336,0.9698102683059608,1.0,0.9199774056022307,1.0,0.4478564855220821,0.008869323786548073,0.9090814137180723,111.0
14,43.1033,-5.2164,0.0130353817504655,8595.0,8374.0,8093.0,8745.0,8850.0,9137.0,9451.0,8976.0,9579.0,4358.0,48.0,5126.0,3210.0,-4446680080.482895,-4169139465.875372,6221374045.801531,2658227848.1012654,7884615384.615366,7423167848.699763,-9500000000.00001,18902821316.614445,-64937810945.27363,-10060690943.043882,21140716069.94173,-3254628843.213861,5584318201358608.0,1.5416192153823302e+17,-3.3999486619277364e+16,1.3231360851934432e+17,-1.2677130107571472e+16,-4.0007489004018374e+17,5.680564263322897e+17,-2.628232986266087e+18,6.825512438088276e+17,7.283241599669842e+16,-1.0156263494236306e+17,1.0,0.9603111599824217,0.910376377618408,0.9553720931883494,0.9564548855882131,0.9777907786543703,1.0,0.9419523859007692,1.0,0.47389123737385014,0.006707167514385428,0.8525014144122011,150.0
15,43.1106,-5.2217,0.0296096904441453,7063.0,7210.0,6821.0,7210.0,7058.0,7367.0,7681.0,7650.0,7741.0,3060.0,34.0,3697.0,2218.0,2957746478.8732376,-5771513353.115728,3711832061.0687046,-3848101265.8227844,8489010989.010968,7423167848.699763,-620000000.0000007,2852664576.802511,-58221393034.82587,-7063492063.492062,15249791840.133232,-2512315270.935961,-1.7563903082472758e+17,1.4070245421638629e+17,-7.213676838636922e+16,3.12331955818576e+17,-2.928140495360446e+16,-1.9014581202599914e+17,6.945329153605032e+16,-1.9145472605526162e+18,6.362923006384801e+17,5.20851631737285e+16,-7.394715699862283e+16,1.0,1.0,0.9319176671938765,0.9627079104958954,0.9344190346117544,0.9677639375870986,1.0,0.9912369423891731,1.0,0.4130084022574115,0.0060280449656862365,0.7952962146087309,2500.0
16,43.1445,-5.2914,0.0119772499163599,7345.0,7243.0,6888.0,7383.0,7359.0,7635.0,7868.0,7562.0,7948.0,3378.0,50.0,4057.0,2453.0,-2052313883.2997975,-5267062314.540061,4723282442.748095,-607594936.7088608,7582417582.417564,5508274231.678487,-6120000000.000007,12100313479.623838,-56840796019.9005,-7768440709.617178,16681931723.56371,-2724647528.4525228,-6.468306702696703e+16,1.4822469966302906e+17,-5.086715056733739e+16,2.073420890918082e+17,-5.698196018513936e+16,-2.7490010003968067e+17,3.644062695924773e+17,-2.161163307195123e+18,6.103526779885984e+17,5.707369849015145e+16,-8.079341903420586e+16,1.0,0.9759577510166687,0.9153397884356282,0.9605484237295436,0.9499189808265059,0.9784758661019837,1.0,0.9551790807126337,1.0,0.4434390054108237,0.008535404913177379,0.8328440565656078,316.0
17,43.1008,-5.3061,0.0140560898513686,7375.0,7153.0,6820.0,7330.0,7467.0,7718.0,8009.0,7539.0,8143.0,3524.0,40.0,4446.0,2808.0,-4466800804.828971,-4940652818.991099,4866412213.740461,3468354430.3797464,6895604395.604379,6879432624.113475,-9400000000.00001,18934169278.996887,-57450248756.2189,-8132586367.880484,18343047460.44964,-2782401902.4970274,-9534245757789300.0,1.4550541591589856e+17,-1.3340246024434312e+16,8.676582190442106e+16,-444279436563291.6,-3.8485656321781286e+17,5.666833855799385e+17,-2.3944958631729116e+18,6.134037610489852e+17,6.180119941253529e+16,-8.794941450019434e+16,1.0,0.9578650994136306,0.8981610653237089,0.9411122358033858,0.9497232031936392,0.9732481432348106,1.0,0.9317982648420984,1.0,0.45050402586226207,0.006542565540377729,0.8623219964471095,204.0
18,43.1111,-5.3217,0.0141772876986968,7048.0,6909.0,6488.0,6884.0,6866.0,7062.0,7292.0,7082.0,7337.0,3068.0,38.0,3464.0,2051.0,-2796780684.104626,-6246290801.186945,3778625954.198476,-455696202.53164554,5384615384.615372,5437352245.862884,-4200000000.000005,7993730407.52352,-53097014925.37313,-7072829131.652659,14263114071.607004,-2400203838.967216,-6.9406642194815224e+16,1.4873763732025853e+17,-4.040383737337905e+16,1.4785598954802576e+17,1448814869437135.5,-2.2783338642701862e+17,2.438746081504708e+17,-1.9150703866111826e+18,5.7244012181244365e+17,4.980378898986848e+16,-6.937268072678698e+16,1.0,0.9753437268123765,0.909701248006058,0.9551560798515516,0.9489273922564571,0.9725059197761011,1.0,0.9675560600055249,1.0,0.43708095153732385,0.0071342116568122605,0.7913585520216587,147.0
19,43.1967,-5.4255,0.0022973416475221,8913.0,8792.0,8451.0,9120.0,9122.0,9309.0,9665.0,9162.0,9817.0,3982.0,46.0,5116.0,3308.0,-2434607645.8752503,-5059347181.0089035,6383587786.259546,50632911.39240506,5137362637.362625,8416075650.118203,-10060000000.000011,20532915360.50159,-72574626865.67163,-9187675070.02801,21107410491.2573,-3071173772.7195516,-5.281166066667307e+16,1.6977648319389395e+17,-6.042895872964833e+16,1.287779677460815e+17,9.007453331746072e+16,-4.3678665839522963e+17,6.118583072100328e+17,-2.918731731228004e+18,7.883949228313883e+17,7.0716819704214056e+16,-1.0066021758524925e+17,1.0,0.9744103803136306,0.9213990771535473,0.9698365642385179,0.9611225508375594,0.9725778939290475,1.0,0.9389415307380781,1.0,0.4224580248710963,0.006265942734414349,0.8288369185370513,1627.0
20,43.0597,-5.4025,0.0204866627644451,5970.0,5795.0,5503.0,5857.0,5891.0,6153.0,6374.0,6102.0,6487.0,2739.0,32.0,4246.0,2939.0,-3521126760.5633783,-4332344213.649853,3377862595.4198494,860759493.670886,7197802197.80218,5224586288.416076,-5440000000.000006,12068965517.241394,-46616915422.88557,-6318860877.684405,17543713572.023327,-2220146084.5931716,-1.6322282758279154e+16,1.1439475977848226e+17,-2.4018159367833636e+16,1.604314608640834e+17,-5.42092282798379e+16,-2.5211787915877258e+17,3.501793103448284e+17,-1.8396827880917565e+18,5.0121958389553683e+17,5.570162103106379e+16,-8.228084786268323e+16,1.0,0.9608866267413464,0.9001447237463345,0.9383430300794329,0.9365293545961741,0.9712952061618465,0.9980173062814514,0.9463518795164331,1.0,0.43658071521775654,0.006228707063541866,0.9434681151127687,730.0
21,43.0008,-5.7658,0.1530359355638166,1125.0,1317.0,1286.0,1367.0,1367.0,1839.0,2025.0,1861.0,2043.0,907.0,13.0,1672.0,1186.0,3863179074.4466777,-459940652.81899124,772900763.3587791,0.0,12967032967.032936,4397163120.567376,-3280000000.000004,5705329153.605022,-14129353233.830845,-2086834733.8935568,6906744379.683601,-825547817.2243928,-8.698430034739771e+16,1.8291415670293336e+16,-7375007283957820.0,3.28279315621087e+17,-2.354359847930093e+17,-1.8149321798031632e+17,1.7970658307210074e+17,-6.217768773490875e+17,1.497825684071802e+17,2.0993415297799148e+16,-3.219105827189009e+16,1.0,1.0,0.8681432715911626,0.7870677020879728,0.745719843919417,0.9568795918235707,1.0,0.9140520847389015,1.0,0.4527810513959609,0.007258605700640699,1.0,1338.0
22,43.0336,-6.2383,0.1614273576890399,1218.0,1232.0,1045.0,987.0,997.0,1305.0,1479.0,1367.0,1691.0,933.0,76.0,1710.0,1309.0,281690140.84507024,-2774480712.166173,-553435114.5038172,253164556.96202528,8461538461.538441,4113475177.3049645,-2240000000.0000024,10156739811.912237,-9427860696.517412,-2000466853.4080293,6802664446.294759,-681161882.1131307,-6.149237128795254e+16,3.295319877837324e+16,7696561750628273.0,2.078069342930738e+17,-1.1945228802839192e+17,-1.5020035880153584e+17,2.4793479623824506e+17,-6.139373200134693e+17,9.238052043668386e+16,2.05488592430037e+16,-3.1156645830174416e+16,1.0,0.967255877676096,0.7745032660717902,0.6729313146826416,0.6598318607636744,0.840964280053276,0.9248361853430168,0.8258597223560381,1.0,0.5510798710435075,0.04460337830394016,1.0,2500.0
23,43.0617,-6.3233,0.1845794392523364,1093.0,780.0,519.0,349.0,388.0,446.0,497.0,507.0,508.0,358.0,44.0,447.0,247.0,-6297786720.321928,-3872403560.8308616,-1622137404.5801537,987341772.1518986,1593406593.4065895,1205673758.8652482,200000000.0000002,31347962.38244518,-1865671641.7910447,-732959850.6069093,1677768526.2281444,-339731612.0264991,4.880046598573571e+16,3.3386738223304276e+16,2.4899610465000516e+16,1.5343413196321288e+16,-1.0652000948937922e+16,-2.377479335378837e+16,-3373040752351104.0,-5.94676991903916e+16,1.408845511423054e+16,5627283792798910.0,-8399251200060969.0,1.0,0.7295815103753196,0.5006257518354446,0.35384106944318083,0.4011047535503452,0.46955842699109784,0.5347005354214207,0.5599400625420698,0.5707110480029208,0.4204521632437146,0.06816367670506251,0.8433554440234499,2500.0
24,43.06,-6.3772,0.1151315789473684,1029.0,731.0,448.0,269.0,250.0,334.0,340.0,339.0,335.0,206.0,39.0,188.0,101.0,-5995975855.130781,-4198813056.379823,-1708015267.1755736,-481012658.22784805,2307692307.692302,141843971.63120568,-20000000.000000022,-125391849.52978072,-1604477611.9402983,-389822595.70494854,620316402.9975026,-147783251.2315271,3.616021727869129e+16,3.695545681311944e+16,1.1708040161714946e+16,7.060012571949747e+16,-5.950132791376625e+16,-3826098620123066.0,-2107836990595616.0,-4.636632484045516e+16,1.5107649455663552e+16,2357934170640641.5,-3197750433926020.5,1.0,0.7289661277505162,0.463170770756068,0.2949631797097733,0.2805372004412072,0.3830488664131125,0.4001676121324162,0.41176964330889676,0.4153992984220521,0.26961479700954427,0.07247307642471522,0.45691134770530983,267.0
25,42.9453,-6.743,0.0478001086366105,1388.0,1237.0,1436.0,1753.0,1985.0,2182.0,2342.0,1929.0,2203.0,784.0,12.0,2637.0,1927.0,-3038229376.2575436,2952522255.192879,3024809160.3053455,5873417721.518987,5412087912.087899,3782505910.1654844,-8260000000.00001,8589341692.789979,-17649253731.34328,-1802054154.995331,10928393005.828484,-1206047222.6940718,1.2053826220222171e+17,1072506010570717.4,2.718137940089354e+16,-1.1679235681799682e+16,-4.476873631654975e+16,-2.8469281111502346e+17,3.369868338558002e+17,-8.225265023239276e+17,1.971044723426362e+17,2.9716263213874444e+16,-5.051806922782083e+16,1.0,0.8098669689219412,0.836599618823918,0.8719474651167076,0.9357725387089941,0.9814036711807025,1.0,0.817458840838799,0.9291134491088726,0.32671806247051244,0.004702709991579665,1.0,220.0
26,43.5136,-7.6697,0.0335780103076682,6280.0,6332.0,5935.0,6188.0,6145.0,6482.0,6731.0,6618.0,6863.0,2371.0,54.0,4259.0,2902.0,1046277665.9959753,-5890207715.133533,2414122137.4045815,-1088607594.9367087,9258241758.241735,5886524822.695035,-2260000000.0000024,7680250783.699069,-55870646766.16915,-5408496732.026142,17506244796.00334,-2305078987.5997963,-1.3956711028429586e+17,1.2320964172905218e+17,-3.342299362921081e+16,2.6194555324502387e+17,-9.262958614139264e+16,-1.925892393072113e+17,1.9880501567398166e+17,-1.9921911457638963e+18,6.27638682016704e+17,5.348912588242175e+16,-8.247845038968838e+16,1.0,0.9973756082699973,0.9213298282210246,0.9394891081675495,0.9252945578754138,0.9687038362159851,0.9972067852057739,0.9705335540876364,1.0,0.35789049967182424,0.010081366972166316,0.9168660131444195,74.0
27,43.5361,-7.6461,0.006953944368445,8678.0,8600.0,8168.0,8711.0,8772.0,8986.0,9247.0,8833.0,9326.0,4274.0,116.0,5207.0,3526.0,-1569416498.993963,-6409495548.961426,5181297709.923668,1544303797.4683542,5879120879.120865,6170212765.957447,-8280000000.00001,15454545454.545473,-62835820895.522385,-9705882352.941174,21194837635.30393,-2855444199.0827246,-9.738589637761488e+16,1.7197022639295395e+17,-3.470414038602401e+16,1.0974220459879773e+17,7997029858147843.0,-3.416125949398926e+17,4.746909090909102e+17,-2.454243459249779e+18,6.60820131126632e+17,7.213053218544606e+16,-1.0012606925223427e+17,1.0,0.9816063009186495,0.920450797886308,0.9626215323001918,0.9623346727634542,0.979269208635122,1.0,0.9502723901727,1.0,0.47608430168057475,0.01629226107204668,0.856627840288375,99.0
28,43.5947,-7.4186,0.199197373221452,2391.0,2342.0,2179.0,2195.0,2410.0,3012.0,3398.0,3287.0,3658.0,1024.0,12.0,3052.0,2435.0,-985915492.9577459,-2418397626.1127605,152671755.72519094,5443037974.683544,16538461538.461498,9125295508.274231,-2220000000.0000024,11630094043.887161,-32761194029.850742,-2362278244.631185,12656119900.083273,-1048072023.1017497,-2.8822578131891624e+16,3.8146429997595736e+16,5.048059369235073e+16,2.8089679908298614e+17,-2.0365840742272662e+17,-2.6821029570388256e+17,2.7700188087774358e+17,-1.391576428643823e+18,3.7809596747785517e+17,3.5056951785047748e+16,-5.705325530052053e+16,1.0,0.921968197114122,0.7945080893479228,0.7179711681430978,0.7588592651909518,0.9168654791632432,0.9958659184433012,0.9227380490131205,1.0,0.2850025691909048,0.003696469665835523,1.0,118.0
29,43.593,-7.4586,0.1535030175806875,3397.0,3284.0,3125.0,3226.0,3341.0,4117.0,4467.0,4396.0,4761.0,1485.0,16.0,4050.0,3460.0,-2273641851.1066384,-2359050445.103858,963740458.0152678,2911392405.063291,21318681318.681267,8274231678.486998,-1420000000.0000017,11442006269.592491,-40746268656.716415,-3429038281.979458,16794338051.62366,-1002208255.4781723,-1718482776604014.2,4.929956829553601e+16,1.858446514358802e+16,4.6600731426880954e+17,-3.583640011042373e+17,-2.2917805386494086e+17,2.5724012539185014e+17,-1.6359960791946386e+18,4.641446564022009e+17,4.720676081606702e+16,-7.409053416778453e+16,1.0,0.9230833994083093,0.8277062904548314,0.7841075964735973,0.7876179637643739,0.9443619324802096,0.9934878243755344,0.9437745773569638,1.0,0.3169907666516018,0.0037400535454328184,1.0,56.0
30,43.4541,-7.4053,0.1187620889748549,3461.0,3257.0,3188.0,3417.0,3477.0,4173.0,4555.0,4338.0,4798.0,1527.0,20.0,4521.0,3658.0,-4104627766.599595,-1023738872.4035611,2185114503.8167953,1518987341.7721517,19120879120.879074,9030732860.520094,-4340000000.000005,14420062695.924782,-40684079601.99004,-3517740429.5051346,18738551207.32724,-1465941905.8943436,6.198971618100669e+16,4.7609100537394024e+16,-6356175210349657.0,4.4561751339511194e+17,-2.7720182033953174e+17,-3.1609297542600704e+17,3.752012539184961e+17,-1.72740257987194e+18,4.622679001552849e+17,5.195212800381038e+16,-8.411529189517734e+16,1.0,0.8995075674125764,0.8307111550892644,0.8184850779807116,0.8082577331023924,0.9443454973396731,1.0,0.9223210009228864,1.0,0.3202422043017376,0.004338552610192574,1.0,131.0
31,43.4947,-7.6686,0.1213296398891966,4227.0,4055.0,3853.0,3965.0,4022.0,4786.0,5086.0,5060.0,5304.0,1895.0,55.0,3577.0,2640.0,-3460764587.525149,-2997032640.949556,1068702290.0763366,1443037974.6835442,20989010989.010937,7092198581.560284,-520000000.0000006,7648902821.316624,-42400497512.437805,-4295051353.874883,14662781015.82016,-1591642602.3441482,9330622667516956.0,6.0322476721452424e+16,3571905387473356.5,4.948347598563896e+17,-3.817805606442478e+17,-1.7995741327565683e+17,1.6337805642633267e+17,-1.568946718926473e+18,4.739483353055089e+17,4.425264325325639e+16,-6.767037309810291e+16,1.0,0.9313615275371875,0.8513309025390557,0.8271931459882222,0.8218012321372872,0.9596903737784771,0.9982374158154081,0.9688684998722963,1.0,0.36839858106159146,0.012818313569991668,0.9382582907554001,172.0
32,40.7735,0.3335,0.114493712772998,2501.0,2999.0,2714.0,2676.0,2728.0,3049.0,3268.0,3368.0,3346.0,750.0,14.0,3074.0,2181.0,10020120724.346071,-4228486646.884274,-362595419.8473285,1316455696.2025316,8818681318.681297,5177304964.539007,2000000000.0000021,-689655172.4137939,-32288557213.930347,-1718020541.549953,12739383846.794348,-1516901647.6983185,-2.8669230123199872e+17,5.7357436602922056e+16,1.602148011497959e+16,1.899297625943991e+17,-1.0003781192698574e+17,-7.511359254229326e+16,-5.3793103448275976e+16,-9.905611925240311e+17,3.8023055562662176e+17,3.3747442549823292e+16,-5.935172978556485e+16,1.0,1.0,0.8834454623190571,0.8400121947463367,0.8449779062690036,0.9330022199578663,0.9861792887555262,1.0,0.9970232296607394,0.22551505455217544,0.004424173893999018,1.0,7304.0
33,40.0285,-2.0416,0.1726295210166178,1425.0,1323.0,1479.0,2116.0,2360.0,2640.0,2962.0,2999.0,3355.0,1331.0,19.0,3700.0,2438.0,-2052313883.2997975,2314540059.347182,6078244274.809164,6177215189.873417,7692307692.307673,7612293144.208037,740000000.0000008,11159874608.150484,-25174129353.23383,-3062558356.676003,15324729392.173199,-2143706471.8872092,8.7864264439577e+16,5.584130883474753e+16,944378960536764.5,3.835677221352548e+16,-2198201870869117.8,-1.62465558964729e+17,2.0839749216300992e+17,-1.1389969893850897e+18,2.7501953975818192e+17,4.292083974988141e+16,-7.272454564554714e+16,1.0,0.8007015923507502,0.7543793278080819,0.8672661776175024,0.9005906757866333,0.9472631672029003,0.9938151116722573,0.9345279982986805,1.0,0.3923900067424142,0.00529342207406476,1.0,6554.0
34,40.4563,-4.8695,0.1810031499878846,1391.0,1362.0,1445.0,1690.0,1728.0,2157.0,2354.0,2437.0,2593.0,1211.0,19.0,3560.0,2628.0,-583501006.036217,1231454005.9347184,2337786259.5419865,962025316.4556961,11785714285.714258,4657210401.8912525,1660000000.000002,4890282131.661448,-17189054726.368156,-2782446311.858076,14741881765.19568,-1583149312.0434856,3.651820949639707e+16,1.6414425127704278e+16,-1.3127489914945528e+16,2.740174422597104e+17,-1.9583801878634582e+17,-7.085603786976951e+16,6.4605642633228984e+16,-6.921422212548474e+17,1.7918667182226467e+17,4.090646143103117e+16,-6.7964325883593576e+16,1.0,0.8887076039975174,0.8379042322140299,0.8353736059048468,0.8091568087520172,0.963274965987892,0.9975756229500196,0.973967096573906,1.0,0.449050593399547,0.005846354148479401,1.0,850.0
35,37.8228,-2.8361,0.1267072346179851,2092.0,2240.0,2625.0,3229.0,3576.0,3840.0,4201.0,4166.0,4531.0,2120.0,28.0,5395.0,4040.0,2977867203.219314,5712166172.106827,5763358778.6259575,8784810126.582277,7252747252.747235,8534278959.810874,-700000000.0000007,11442006269.592491,-29987562189.054726,-4883286647.992529,22343880099.91675,-2301681671.4795313,5.50160758327467e+16,759534221352087.9,2.883064263317101e+16,-3.878640186924157e+16,3.520691502922076e+16,-2.1830446713500886e+17,2.4284012539185008e+17,-1.2987325535626102e+18,3.122422330977885e+17,6.355547793629615e+16,-1.0260433709990133e+17,1.0,0.9332572998009937,0.9314618524370154,0.931076699040074,0.9631098579342845,0.974942768068128,1.0,0.9462880021433214,1.0,0.45850284735038377,0.00547097241134596,1.0,4065.0
36,37.9228,-2.55,0.1824383417876508,1533.0,1595.0,1872.0,2337.0,2715.0,3245.0,3597.0,3380.0,3791.0,1700.0,23.0,4219.0,3297.0,1247484909.4567397,4109792284.86647,4437022900.763362,9569620253.164557,14560439560.439526,8321513002.364066,-4340000000.000005,12884012539.184969,-26007462686.56716,-3914565826.330531,17468776019.98336,-1566162731.4421608,5.759169769436073e+16,4855053648321842.0,4.8975165576347304e+16,1.2634985588037896e+17,-1.7139908126580893e+17,-2.993265485192452e+17,3.444802507836999e+17,-1.2191685023746765e+18,2.7478727438105258e+17,4.991443008009778e+16,-7.924620629236275e+16,1.0,0.8693900721222922,0.8343521813333207,0.811552042021906,0.8703638193467093,0.9714726471293734,1.0,0.9097179934030969,1.0,0.4430610679633339,0.005634847859107804,1.0,8805.0
37,42.5008,-2.6333,0.0970887709737559,1615.0,1844.0,2220.0,3148.0,3303.0,3628.0,3781.0,3825.0,4006.0,1573.0,23.0,4606.0,3830.0,4607645875.251507,5578635014.836797,8854961832.061075,3924050632.911392,8928571428.571407,3617021276.5957446,880000000.000001,5673981191.222577,-30261194029.850746,-3618113912.2315583,19079933388.842644,-1318158654.6628165,1.9537004820629564e+16,4.861019016653234e+16,-4.70506793811993e+16,1.26696729004051e+17,-1.459217074718585e+17,-6.4704994718575496e+16,9.587962382445163e+16,-1.1264945210367827e+18,3.313815935027262e+17,5.298330369064939e+16,-8.492128244590122e+16,1.0,0.9416074149723418,0.9158463516587627,1.0,0.9720989153649651,1.0,1.0,0.9761730482849138,1.0,0.3864479485583196,0.005211185035637645,1.0,3720.0
38,42.5827,-2.7833,0.1938986556359876,1436.0,1405.0,1387.0,1559.0,1595.0,2157.0,2362.0,2309.0,2534.0,1157.0,16.0,2588.0,1846.0,-623742454.7283698,-267062314.54005942,1641221374.0458026,911392405.0632911,15439560439.560402,4846335697.399527,-1060000000.0000012,7053291536.050165,-17126865671.64179,-2663398692.8104568,10707743547.044138,-1260404280.6183116,7176662780448897.0,2.8312814370710124e+16,-6964016879604122.0,3.678017223923319e+17,-2.910226577516717e+17,-1.3962968551771933e+17,1.622658307210035e+17,-7.57998658548338e+17,1.798938678959121e+17,3.1211816619641904e+16,-4.982576114763721e+16,1.0,0.8941529077715848,0.7903892676195196,0.7641507041015302,0.7426475822791743,0.9600198338957038,1.0,0.9359522845584065,1.0,0.45554830354460024,0.006224028030562553,1.0,1440.0
39,42.5846,-2.6667,0.1418886198547215,1324.0,1470.0,1675.0,1772.0,2190.0,2496.0,2940.0,2358.0,2797.0,1377.0,16.0,2926.0,2262.0,2937625754.527161,3041543026.706232,925572519.0839701,10582278481.012657,8406593406.593387,10496453900.709219,-11640000000.000013,13761755485.893435,-17661691542.288555,-3176937441.6433234,12114904246.46129,-1127908951.9279768,2090890788311285.5,-3.139422118133921e+16,9.214414085809822e+16,-5.508063479542457e+16,5.7413749838346904e+16,-5.233204231846154e+17,5.080351097178695e+17,-9.850610353662079e+17,1.8015863309260237e+17,3.569524203572505e+16,-5.513244462276967e+16,1.0,0.942216055706703,0.8907651917201177,0.7450488500929925,0.853450634731988,0.9112782613512375,1.0,0.8022707078118999,0.9518072945424814,0.46880340188852315,0.0054606629276996955,1.0,5640.0
40,42.4994,-2.6166,0.112737410698728,1689.0,1780.0,2005.0,2546.0,2648.0,2881.0,3087.0,3193.0,3289.0,1430.0,21.0,4103.0,3365.0,1830985915.4929566,3338278931.750743,5162213740.458018,2582278481.012658,6401098901.098886,4869976359.338061,2120000000.0000024,3009404388.7147374,-23121890547.26368,-3288982259.570494,16994171523.730236,-1253609648.3777816,3.0327827288889044e+16,2.7061347310196972e+16,-2.461770285730307e+16,9.667899797686651e+16,-4.206380609233023e+16,-6.501126145007231e+16,1.778808777429472e+16,-8.191628506576316e+17,2.466779637772784e+17,4.734629734664035e+16,-7.596911395548722e+16,1.0,0.9401600690780303,0.923815802183531,0.9788044945933686,0.9582054294755393,0.9889728351144527,1.0,0.9946045511786048,1.0,0.423530865078212,0.0054659673768381566,1.0,660.0
41,39.2396,-2.3486,0.1339660119178989,1452.0,1192.0,1333.0,1962.0,2179.0,2513.0,2701.0,2569.0,2959.0,1497.0,17.0,3606.0,2951.0,-5231388329.9798765,2091988130.563799,6001908396.9465685,5493670886.075949,9175824175.824154,4444444444.444445,-2640000000.000003,12225705329.15362,-18184079601.990047,-3454715219.421101,14941715237.302258,-1112621029.3867846,1.473516390451443e+17,5.801068644484823e+16,-4849594569376146.0,9.321907062653683e+16,-1.299829596532884e+17,-1.6748095613343846e+17,2.973141065830728e+17,-9.5328479407974e+17,1.832010495344396e+17,4.294218127152977e+16,-6.683736996956308e+16,1.0,0.7292657588903049,0.7082725664839455,0.8654928420164354,0.9034078178375153,0.9871721068256112,1.0,0.898720227378446,1.0,0.4943121085135725,0.005002190938416991,1.0,2660.0
42,39.0173,-2.0166,0.1612137650449228,1644.0,1562.0,1777.0,2474.0,2771.0,3201.0,3477.0,3425.0,3743.0,2026.0,41.0,4600.0,3739.0,-1649899396.3782687,3189910979.2284875,6650763358.77863,7518987341.772151,11813186813.186785,6524822695.03546,-1040000000.0000012,9968652037.617567,-21355721393.034824,-4633520074.696544,18980016652.789356,-1462544589.7740786,9.738049045486426e+16,5.134795815356296e+16,8284579990396196.0,1.087139106687249e+17,-1.4528472852064042e+17,-1.7883741595828512e+17,2.201730407523516e+17,-9.819552799577563e+17,2.07987578586297e+17,5.512030048432749e+16,-8.510641649693358e+16,1.0,0.8170042808291595,0.781057310795849,0.871142002869753,0.9076796549955283,0.9852200713163662,1.0,0.9410909586222931,1.0,0.5282930033172842,0.00947940710011265,1.0,1580.0
