,lat,long,NDVI,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12,B1dx,B2dx,B3dx,B4dx,B5dx,B6dx,B7dx,B8dx,B9dx,B10dx,B11dx,B12dx,B1dx2,B2dx2,B3dx2,B4dx2,B5dx2,B6dx2,B7dx2,B8dx2,B9dx2,B10dx2,B11dx2,B1cr,B2cr,B3cr,B4cr,B5cr,B6cr,B7cr,B8cr,B9cr,B10cr,B11cr,B12cr,OM [%]
20,43.1111,-5.3217,0.0141772876986968,7048.0,6909.0,6488.0,6884.0,6866.0,7062.0,7292.0,7082.0,7337.0,3068.0,38.0,3464.0,2051.0,-2796780684.104626,-6246290801.186945,3778625954.198476,-455696202.53164554,5384615384.615372,5437352245.862884,-4200000000.000005,7993730407.52352,-53097014925.37313,-7072829131.652659,14263114071.607004,-2400203838.967216,-6.9406642194815224e+16,1.4873763732025853e+17,-4.040383737337905e+16,1.4785598954802576e+17,1448814869437135.5,-2.2783338642701862e+17,2.438746081504708e+17,-1.9150703866111826e+18,5.7244012181244365e+17,4.980378898986848e+16,-6.937268072678698e+16,1.0,0.9753437268123765,0.909701248006058,0.9551560798515516,0.9489273922564571,0.9725059197761011,1.0,0.9675560600055249,1.0,0.43708095153732385,0.0071342116568122605,0.7913585520216587,6.7
21,43.1967,-5.4255,0.0022973416475221,8913.0,8792.0,8451.0,9120.0,9122.0,9309.0,9665.0,9162.0,9817.0,3982.0,46.0,5116.0,3308.0,-2434607645.8752503,-5059347181.0089035,6383587786.259546,50632911.39240506,5137362637.362625,8416075650.118203,-10060000000.000011,20532915360.50159,-72574626865.67163,-9187675070.02801,21107410491.2573,-3071173772.7195516,-5.281166066667307e+16,1.6977648319389395e+17,-6.042895872964833e+16,1.287779677460815e+17,9.007453331746072e+16,-4.3678665839522963e+17,6.118583072100328e+17,-2.918731731228004e+18,7.883949228313883e+17,7.0716819704214056e+16,-1.0066021758524925e+17,1.0,0.9744103803136306,0.9213990771535473,0.9698365642385179,0.9611225508375594,0.9725778939290475,1.0,0.9389415307380781,1.0,0.4224580248710963,0.006265942734414349,0.8288369185370513,16.68
22,43.0597,-5.4025,0.0204866627644451,5970.0,5795.0,5503.0,5857.0,5891.0,6153.0,6374.0,6102.0,6487.0,2739.0,32.0,4246.0,2939.0,-3521126760.5633783,-4332344213.649853,3377862595.4198494,860759493.670886,7197802197.80218,5224586288.416076,-5440000000.000006,12068965517.241394,-46616915422.88557,-6318860877.684405,17543713572.023327,-2220146084.5931716,-1.6322282758279154e+16,1.1439475977848226e+17,-2.4018159367833636e+16,1.604314608640834e+17,-5.42092282798379e+16,-2.5211787915877258e+17,3.501793103448284e+17,-1.8396827880917565e+18,5.0121958389553683e+17,5.570162103106379e+16,-8.228084786268323e+16,1.0,0.9608866267413464,0.9001447237463345,0.9383430300794329,0.9365293545961741,0.9712952061618465,0.9980173062814514,0.9463518795164331,1.0,0.43658071521775654,0.006228707063541866,0.9434681151127687,7.84
23,43.0008,-5.7658,0.1530359355638166,1125.0,1317.0,1286.0,1367.0,1367.0,1839.0,2025.0,1861.0,2043.0,907.0,13.0,1672.0,1186.0,3863179074.4466777,-459940652.81899124,772900763.3587791,0.0,12967032967.032936,4397163120.567376,-3280000000.000004,5705329153.605022,-14129353233.830845,-2086834733.8935568,6906744379.683601,-825547817.2243928,-8.698430034739771e+16,1.8291415670293336e+16,-7375007283957820.0,3.28279315621087e+17,-2.354359847930093e+17,-1.8149321798031632e+17,1.7970658307210074e+17,-6.217768773490875e+17,1.497825684071802e+17,2.0993415297799148e+16,-3.219105827189009e+16,1.0,1.0,0.8681432715911626,0.7870677020879728,0.745719843919417,0.9568795918235707,1.0,0.9140520847389015,1.0,0.4527810513959609,0.007258605700640699,1.0,9.07
24,43.0336,-6.2383,0.1614273576890399,1218.0,1232.0,1045.0,987.0,997.0,1305.0,1479.0,1367.0,1691.0,933.0,76.0,1710.0,1309.0,281690140.84507024,-2774480712.166173,-553435114.5038172,253164556.96202528,8461538461.538441,4113475177.3049645,-2240000000.0000024,10156739811.912237,-9427860696.517412,-2000466853.4080293,6802664446.294759,-681161882.1131307,-6.149237128795254e+16,3.295319877837324e+16,7696561750628273.0,2.078069342930738e+17,-1.1945228802839192e+17,-1.5020035880153584e+17,2.4793479623824506e+17,-6.139373200134693e+17,9.238052043668386e+16,2.05488592430037e+16,-3.1156645830174416e+16,1.0,0.967255877676096,0.7745032660717902,0.6729313146826416,0.6598318607636744,0.840964280053276,0.9248361853430168,0.8258597223560381,1.0,0.5510798710435075,0.04460337830394016,1.0,7.52
25,43.0617,-6.3233,0.1845794392523364,1093.0,780.0,519.0,349.0,388.0,446.0,497.0,507.0,508.0,358.0,44.0,447.0,247.0,-6297786720.321928,-3872403560.8308616,-1622137404.5801537,987341772.1518986,1593406593.4065895,1205673758.8652482,200000000.0000002,31347962.38244518,-1865671641.7910447,-732959850.6069093,1677768526.2281444,-339731612.0264991,4.880046598573571e+16,3.3386738223304276e+16,2.4899610465000516e+16,1.5343413196321288e+16,-1.0652000948937922e+16,-2.377479335378837e+16,-3373040752351104.0,-5.94676991903916e+16,1.408845511423054e+16,5627283792798910.0,-8399251200060969.0,1.0,0.7295815103753196,0.5006257518354446,0.35384106944318083,0.4011047535503452,0.46955842699109784,0.5347005354214207,0.5599400625420698,0.5707110480029208,0.4204521632437146,0.06816367670506251,0.8433554440234499,5.23
26,43.06,-6.3772,0.1151315789473684,1029.0,731.0,448.0,269.0,250.0,334.0,340.0,339.0,335.0,206.0,39.0,188.0,101.0,-5995975855.130781,-4198813056.379823,-1708015267.1755736,-481012658.22784805,2307692307.692302,141843971.63120568,-20000000.000000022,-125391849.52978072,-1604477611.9402983,-389822595.70494854,620316402.9975026,-147783251.2315271,3.616021727869129e+16,3.695545681311944e+16,1.1708040161714946e+16,7.060012571949747e+16,-5.950132791376625e+16,-3826098620123066.0,-2107836990595616.0,-4.636632484045516e+16,1.5107649455663552e+16,2357934170640641.5,-3197750433926020.5,1.0,0.7289661277505162,0.463170770756068,0.2949631797097733,0.2805372004412072,0.3830488664131125,0.4001676121324162,0.41176964330889676,0.4153992984220521,0.26961479700954427,0.07247307642471522,0.45691134770530983,7.77
27,42.9453,-6.742999999999999,0.0478001086366105,1388.0,1237.0,1436.0,1753.0,1985.0,2182.0,2342.0,1929.0,2203.0,784.0,12.0,2637.0,1927.0,-3038229376.2575436,2952522255.192879,3024809160.3053455,5873417721.518987,5412087912.087899,3782505910.1654844,-8260000000.00001,8589341692.789979,-17649253731.34328,-1802054154.995331,10928393005.828484,-1206047222.6940718,1.2053826220222171e+17,1072506010570717.4,2.718137940089354e+16,-1.1679235681799682e+16,-4.476873631654975e+16,-2.8469281111502346e+17,3.369868338558002e+17,-8.225265023239276e+17,1.971044723426362e+17,2.9716263213874444e+16,-5.051806922782083e+16,1.0,0.8098669689219412,0.836599618823918,0.8719474651167076,0.9357725387089941,0.9814036711807025,1.0,0.817458840838799,0.9291134491088726,0.32671806247051244,0.004702709991579665,1.0,13.62
28,43.5136,-7.6697,0.0335780103076682,6280.0,6332.0,5935.0,6188.0,6145.0,6482.0,6731.0,6618.0,6863.0,2371.0,54.0,4259.0,2902.0,1046277665.9959753,-5890207715.133533,2414122137.4045815,-1088607594.9367087,9258241758.241735,5886524822.695035,-2260000000.0000024,7680250783.699069,-55870646766.16915,-5408496732.026142,17506244796.00334,-2305078987.5997963,-1.3956711028429586e+17,1.2320964172905218e+17,-3.342299362921081e+16,2.6194555324502387e+17,-9.262958614139264e+16,-1.925892393072113e+17,1.9880501567398166e+17,-1.9921911457638963e+18,6.27638682016704e+17,5.348912588242175e+16,-8.247845038968838e+16,1.0,0.9973756082699973,0.9213298282210246,0.9394891081675495,0.9252945578754138,0.9687038362159851,0.9972067852057739,0.9705335540876364,1.0,0.35789049967182424,0.010081366972166316,0.9168660131444195,5.71
29,43.5361,-7.6461,0.006953944368445,8678.0,8600.0,8168.0,8711.0,8772.0,8986.0,9247.0,8833.0,9326.0,4274.0,116.0,5207.0,3526.0,-1569416498.993963,-6409495548.961426,5181297709.923668,1544303797.4683542,5879120879.120865,6170212765.957447,-8280000000.00001,15454545454.545473,-62835820895.522385,-9705882352.941174,21194837635.30393,-2855444199.0827246,-9.738589637761488e+16,1.7197022639295395e+17,-3.470414038602401e+16,1.0974220459879773e+17,7997029858147843.0,-3.416125949398926e+17,4.746909090909102e+17,-2.454243459249779e+18,6.60820131126632e+17,7.213053218544606e+16,-1.0012606925223427e+17,1.0,0.9816063009186495,0.920450797886308,0.9626215323001918,0.9623346727634542,0.979269208635122,1.0,0.9502723901727,1.0,0.47608430168057475,0.01629226107204668,0.856627840288375,10.1
30,43.5947,-7.4186,0.199197373221452,2391.0,2342.0,2179.0,2195.0,2410.0,3012.0,3398.0,3287.0,3658.0,1024.0,12.0,3052.0,2435.0,-985915492.9577459,-2418397626.1127605,152671755.72519094,5443037974.683544,16538461538.461498,9125295508.274231,-2220000000.0000024,11630094043.887161,-32761194029.850742,-2362278244.631185,12656119900.083273,-1048072023.1017497,-2.8822578131891624e+16,3.8146429997595736e+16,5.048059369235073e+16,2.8089679908298614e+17,-2.0365840742272662e+17,-2.6821029570388256e+17,2.7700188087774358e+17,-1.391576428643823e+18,3.7809596747785517e+17,3.5056951785047748e+16,-5.705325530052053e+16,1.0,0.921968197114122,0.7945080893479228,0.7179711681430978,0.7588592651909518,0.9168654791632432,0.9958659184433012,0.9227380490131205,1.0,0.2850025691909048,0.003696469665835523,1.0,19.96
31,43.593,-7.4586,0.1535030175806875,3397.0,3284.0,3125.0,3226.0,3341.0,4117.0,4467.0,4396.0,4761.0,1485.0,16.0,4050.0,3460.0,-2273641851.1066384,-2359050445.103858,963740458.0152678,2911392405.063291,21318681318.681267,8274231678.486998,-1420000000.0000017,11442006269.592491,-40746268656.716415,-3429038281.979458,16794338051.62366,-1002208255.4781723,-1718482776604014.2,4.929956829553601e+16,1.858446514358802e+16,4.6600731426880954e+17,-3.583640011042373e+17,-2.2917805386494086e+17,2.5724012539185014e+17,-1.6359960791946386e+18,4.641446564022009e+17,4.720676081606702e+16,-7.409053416778453e+16,1.0,0.9230833994083093,0.8277062904548314,0.7841075964735973,0.7876179637643739,0.9443619324802096,0.9934878243755344,0.9437745773569638,1.0,0.3169907666516018,0.0037400535454328184,1.0,30.04
